customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST000209,1,62.157398792647925,54.83113562320403,Month-to-month,Bank transfer,No,Fiber optic,No,No,No,Yes,No,No,Yes
CUST000210,48,71.8888379049096,3466.5766490635806,One year,Mailed check,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes
CUST000211,12,60.42585934684711,721.4229434070304,One year,Bank transfer,Yes,Fiber optic,No,No,Yes,No,Yes,No,No
CUST000212,69,40.67672240321045,,Month-to-month,Credit card,No,DSL,No,No,No,No,No,No,No
CUST000213,37,90.86789074390637,2873.5415660765957,Two year,Credit card,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No
CUST000214,32,84.57604081278437,1996.3225191485617,Month-to-month,Credit card,Yes,Fiber optic,No,No,Yes,Yes,No,No,No
CUST000215,9,20.0,,Month-to-month,Electronic check,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
CUST000216,19,56.506729962942394,1075.1656542153075,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000217,48,38.53917976377715,1878.773511470414,One year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000218,3,53.27184291004325,163.04219721736987,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000219,20,44.88705298861222,827.9040938421664,One year,Mailed check,No,DSL,Yes,No,No,Yes,No,Yes,No
CUST000220,24,63.607388877758005,1523.7831646838576,One year,Electronic check,No,DSL,Yes,Yes,No,No,Yes,No,No
CUST000221,54,55.10255794599578,3093.7397772208647,One year,Bank transfer,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No
CUST000222,33,54.46577918537483,1569.457717130863,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000223,24,98.2216528501614,2386.3922736785603,Month-to-month,Electronic check,No,Fiber optic,No,No,No,No,No,Yes,No
CUST000224,72,81.71535982007747,6269.747015815197,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000225,36,43.883160490986995,1502.2619019804563,Month-to-month,Electronic check,No,Fiber optic,No,No,No,No,Yes,No,No
CUST000226,38,48.33359801559737,2031.7748316543427,One year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000227,25,79.75379166198837,1900.6456383670222,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000228,18,79.712587151083,,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes
CUST000229,66,46.88659282813793,3266.8304716748617,Month-to-month,Electronic check,No,Fiber optic,No,No,No,No,No,Yes,No
CUST000230,54,57.98027999293506,3767.5462067508934,Two year,Bank transfer,Yes,Fiber optic,Yes,No,No,No,No,No,No
CUST000231,35,120.0,4235.84851993288,Two year,,Yes,DSL,Yes,No,No,No,No,Yes,No
CUST000232,61,47.40355734435971,3075.2080178601286,One year,Credit card,Yes,Fiber optic,No,No,No,No,No,No,No
CUST000233,41,120.0,4669.711127219861,Two year,Credit card,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No
CUST000234,33,98.11000827577415,2835.640847022119,One year,Electronic check,Yes,DSL,No,Yes,Yes,No,No,No,No
CUST000235,68,116.76248825166397,8071.8616166909,One year,Credit card,No,Fiber optic,Yes,No,No,No,No,Yes,No
CUST000236,33,46.127840837917134,1571.5995195305754,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
CUST000237,14,59.94332377811717,,One year,Credit card,Yes,DSL,Yes,No,No,No,No,Yes,No
CUST000238,21,51.52508573673311,1150.3088069825383,One year,Bank transfer,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
CUST000239,48,98.8025957577861,4432.325542919654,One year,Electronic check,No,DSL,No,Yes,No,No,Yes,No,No
CUST000240,20,47.969486819837314,872.8445059164834,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000241,8,86.93646480028622,769.258555835796,One year,,Yes,DSL,No,No,No,No,No,Yes,No
CUST000242,7,85.34898233576124,661.0913113817314,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000243,67,63.5591140785747,3988.328128211764,Two year,Mailed check,No,Fiber optic,No,No,No,Yes,Yes,No,No
CUST000244,17,103.95979202493007,2071.0917415813497,Month-to-month,Credit card,No,DSL,Yes,No,No,Yes,Yes,Yes,No
CUST000245,33,68.23039609179816,2186.9580399679203,One year,Credit card,No,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000246,48,90.0225715582491,4357.718817992713,Month-to-month,Electronic check,No,Fiber optic,No,No,No,No,No,Yes,No
CUST000247,59,50.15889893246653,2934.3231750989103,One year,Electronic check,Yes,Fiber optic,No,Yes,No,No,No,No,No
CUST000248,22,43.29689557679525,1002.4215238619508,One year,Electronic check,No,Fiber optic,No,No,No,No,No,No,No
CUST000249,30,86.93436587772824,2678.8185426793593,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes
CUST000250,38,77.92520733001246,3037.5445472537585,One year,Bank transfer,No,DSL,Yes,No,No,No,Yes,No,No
CUST000251,51,72.29922992385097,3311.321769866811,Month-to-month,Bank transfer,No,DSL,No,Yes,No,Yes,No,No,No
CUST000252,54,54.68934956186649,2454.554452421297,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000253,8,111.47628429578913,993.669279182955,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes
CUST000254,27,31.502425872384592,804.1717437521164,One year,Mailed check,Yes,Fiber optic,No,No,No,No,No,No,No
CUST000255,27,29.859709708070838,802.2590319167386,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000256,21,93.26499515491487,2022.570585622966,One year,Credit card,No,Fiber optic,Yes,No,Yes,No,No,No,No
CUST000257,30,90.8028915242921,3167.8430926436235,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000258,28,75.61288336975603,2151.322800576153,Two year,Credit card,No,Fiber optic,No,No,Yes,No,Yes,No,No
CUST000259,64,56.36143334291581,3464.7230521757824,Two year,Credit card,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No
CUST000260,69,80.07266387571237,5235.754813883231,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000261,61,116.62490891358601,7087.54334066519,One year,Mailed check,No,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000262,48,120.0,5236.205892687007,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000263,19,20.0,381.0972774796624,Month-to-month,Credit card,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes
CUST000264,4,52.432396422543604,208.6385789193713,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes
CUST000265,35,50.54680211045481,2059.54685627825,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000266,64,113.79558415099046,7222.031367092883,One year,Electronic check,Yes,DSL,No,No,No,Yes,No,Yes,Yes
CUST000267,49,20.0,791.4001602172127,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000268,17,80.41505579196638,1732.5398559997025,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
CUST000269,44,57.29569074742899,2762.2291709378005,Two year,Mailed check,No,Fiber optic,No,No,Yes,No,Yes,No,No
CUST000270,30,114.1433824864292,4137.36046209519,One year,Electronic check,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
CUST000271,46,110.03116520013381,4475.663772490545,One year,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000272,6,75.96520204480078,445.6805425145554,Month-to-month,Credit card,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes
CUST000273,37,20.0,789.9056918705797,Month-to-month,Electronic check,Yes,DSL,No,No,Yes,No,Yes,Yes,No
CUST000274,24,47.78331552994601,1208.312912373286,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000275,46,51.06826770158784,2421.2442885059268,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000276,53,25.206356166396056,1042.08276946987,Month-to-month,Credit card,Yes,DSL,No,No,No,Yes,No,No,No
CUST000277,60,99.6375284557811,4954.512296255665,One year,Electronic check,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
CUST000278,63,21.397205081767822,1552.5892607842547,Two year,Credit card,No,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000279,32,120.0,4491.006540621961,Two year,Bank transfer,No,Fiber optic,Yes,No,No,Yes,Yes,No,No
CUST000280,33,120.0,3917.7660885911873,Two year,Credit card,Yes,DSL,Yes,No,No,Yes,No,No,No
CUST000281,67,53.448192144214815,4078.9449669206656,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
CUST000282,18,74.85486110389448,1209.519069707952,Month-to-month,Electronic check,No,DSL,No,No,Yes,Yes,No,Yes,No
CUST000283,25,62.831495657887274,1445.999948624607,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000284,54,92.05474401085071,4423.017459156462,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000285,58,103.24032015694277,5479.011966276354,Month-to-month,,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,No
CUST000286,67,72.73990976360199,5225.7851990399095,Month-to-month,Electronic check,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes
CUST000287,46,79.07350129343189,3323.7106406584658,Month-to-month,Electronic check,No,DSL,No,Yes,No,No,No,No,Yes
CUST000288,24,46.38187208181451,1362.485270381313,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
CUST000289,32,78.10141900671016,2614.228343251565,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000290,47,69.88286236771943,3640.7068466069545,Month-to-month,Electronic check,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes
CUST000291,23,37.646165337459294,908.2838863884961,Month-to-month,Mailed check,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
CUST000292,66,64.57888671970666,4779.753326048277,One year,Electronic check,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No
CUST000293,27,53.504524460417805,1319.228956972508,One year,Mailed check,No,Fiber optic,No,No,Yes,Yes,No,No,No
CUST000294,2,46.715132545458246,106.94900349520873,One year,Mailed check,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No
CUST000295,17,30.60526377201296,527.6223861319614,Month-to-month,Mailed check,Yes,DSL,Yes,No,No,Yes,No,No,Yes
CUST000296,33,66.87508199748427,2473.747947998765,Month-to-month,Credit card,No,DSL,No,No,No,Yes,No,Yes,No
CUST000297,9,41.58577981023969,320.3931639203629,One year,Bank transfer,Yes,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000298,43,50.86675483091902,2226.7688890271716,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000299,48,97.25372825651867,4735.978988445102,One year,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000300,39,83.96348303805134,,Month-to-month,Credit card,Yes,DSL,Yes,No,No,Yes,No,No,Yes
CUST000301,42,35.63700056416239,1543.6202105267034,Two year,Credit card,No,DSL,No,No,No,No,Yes,Yes,No
CUST000302,26,75.55673203719309,2266.926954315423,Month-to-month,Credit card,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No
CUST000303,50,68.98342094792466,3209.0561912850144,Month-to-month,Bank transfer,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes
CUST000304,25,116.05088625600382,3180.3322826170483,One year,Electronic check,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
CUST000305,24,106.49435002616823,2267.710355262825,One year,Electronic check,Yes,Fiber optic,No,No,No,No,No,No,Yes
CUST000306,13,20.0,314.84555946070395,Month-to-month,Electronic check,No,DSL,Yes,No,No,Yes,No,No,No
CUST000307,60,90.83383006875803,5877.639316106122,Month-to-month,Credit card,Yes,DSL,No,No,Yes,No,Yes,Yes,No
CUST000308,7,102.95591754871097,845.0191493162828,One year,Bank transfer,Yes,DSL,Yes,No,No,Yes,Yes,No,No
CUST000309,57,81.78077626184994,4974.785543320098,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No
CUST000310,36,54.93763568917427,2055.0085968428248,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000311,45,120.0,5828.183787862396,Month-to-month,Credit card,No,DSL,Yes,Yes,Yes,No,No,No,Yes
CUST000312,20,84.54227842781067,1667.7744096809,Two year,Electronic check,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes
CUST000313,65,120.0,6538.0895536645085,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,No,Yes,No,No
CUST000314,8,105.54435288420521,882.1312026765648,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000315,16,78.92403980669911,1167.380836500714,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000316,14,47.60897265579118,593.0970283737622,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000317,15,64.27685365542496,1025.5011891358872,Two year,Credit card,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No
CUST000318,66,58.342626416193404,3743.1394616963667,Month-to-month,Electronic check,Yes,Fiber optic,No,No,Yes,No,No,No,No
CUST000319,32,28.5644313305219,1008.0003368185023,Month-to-month,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000320,63,84.50844724879109,4903.997572837529,Month-to-month,Bank transfer,No,DSL,No,No,No,No,No,Yes,No
CUST000321,51,112.02059005878228,5444.063140192055,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes
CUST000322,25,56.050895163456595,1562.4601840293153,One year,,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000323,58,120.0,7154.770492054336,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
CUST000324,63,20.0,1073.8566668458263,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
CUST000325,62,96.63090645161611,6145.543740103156,Month-to-month,Credit card,Yes,DSL,No,No,No,No,No,No,Yes
CUST000326,22,115.1456070621623,2908.4312015060655,Two year,Bank transfer,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No
CUST000327,58,58.87908257056819,3251.5532239989375,Month-to-month,Electronic check,Yes,DSL,Yes,No,No,No,No,No,No
CUST000328,58,59.41830484571357,3652.36801328574,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,No,No,No,No,No
CUST000329,49,96.28295527533203,4317.135544910569,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000330,52,80.17973329878603,4112.3164497016005,Two year,Electronic check,Yes,DSL,No,No,No,No,No,No,No
CUST000331,42,20.0,931.5461850618365,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000332,70,39.69880536381858,,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
CUST000333,15,64.5935135585762,1093.8204089156222,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No
CUST000334,54,23.909054609447992,1345.999272314544,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000335,60,50.774770507102886,,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000336,8,24.659437242681975,166.40359152665852,Two year,Credit card,Yes,Fiber optic,No,Yes,No,No,Yes,No,No
CUST000337,53,53.89488108339829,2794.3889656198144,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000338,60,54.90131818036518,2936.825081644599,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000339,5,75.55264029781141,339.3730473236611,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000340,68,62.24722028001498,3806.4891593356897,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,No,No,Yes,No
CUST000341,6,80.08369163122268,488.56141159438204,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000342,47,76.50632022421765,,Two year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000343,55,95.94019982792932,5502.2671282752635,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000344,40,91.21349122880348,3238.7865509434982,One year,Bank transfer,No,DSL,No,No,No,No,Yes,No,No
CUST000345,52,88.0437150540415,4429.834203408023,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes
CUST000346,16,120.0,1734.8554291667774,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,No,No,No,No
CUST000347,13,75.42207909926987,1072.2490008845834,Month-to-month,Credit card,No,DSL,No,No,No,Yes,No,No,No
CUST000348,30,120.0,3286.703681934849,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000349,19,77.366552067318,1438.549561842907,One year,Bank transfer,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes
CUST000350,17,62.51447255582324,1122.2923782522005,Two year,Electronic check,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No
CUST000351,63,53.80504453360409,3181.0370576577757,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000352,19,110.29177395345289,2240.9489658650664,Two year,Electronic check,Yes,Fiber optic,No,No,No,Yes,No,No,No
CUST000353,58,114.21510178663814,7681.795078455365,Two year,Credit card,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes
CUST000354,55,82.99351567894188,4651.240000670339,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes
CUST000355,62,99.00640323508117,6691.841573942274,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
CUST000356,23,26.683386022307502,486.46833159079995,Month-to-month,Electronic check,No,DSL,No,Yes,No,No,No,No,No
CUST000357,9,20.0,172.27706531673869,One year,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000358,12,102.38980657392361,1251.3960295439454,Two year,Credit card,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No
CUST000359,1,61.195655062909346,54.75196628980189,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No,No,No,No,Yes
CUST000360,58,87.47907252192509,5179.143039643131,One year,Credit card,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
CUST000361,1,43.48136150131766,,One year,Electronic check,No,Fiber optic,No,Yes,No,No,No,Yes,No
CUST000362,34,114.70965409114326,3167.0754908588415,One year,Bank transfer,Yes,DSL,No,No,Yes,Yes,No,Yes,No
CUST000363,48,20.0,845.8490048828306,Month-to-month,Credit card,Yes,DSL,Yes,No,No,No,No,No,No
CUST000364,1,23.43244740551934,23.86551013022172,Month-to-month,Mailed check,Yes,Fiber optic,No,No,No,No,No,No,Yes
CUST000365,16,108.32934751137034,1813.0727103764887,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000366,61,20.0,1310.0458057389774,Month-to-month,Electronic check,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No
CUST000367,64,76.35706604284748,4941.042276424736,Month-to-month,Electronic check,No,Fiber optic,No,No,No,No,Yes,Yes,No
CUST000368,63,61.7802201321027,4071.7815975685785,One year,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000369,69,42.92144242399911,3229.152524224415,Month-to-month,Electronic check,Yes,DSL,No,Yes,No,No,Yes,Yes,No
CUST000370,22,59.00180454228894,1244.2413929247907,Two year,,Yes,DSL,No,Yes,Yes,No,Yes,No,No
CUST000371,67,39.574295207305695,2490.112530530747,One year,Credit card,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
CUST000372,26,111.26767838145497,2844.2113497162204,One year,Electronic check,No,Fiber optic,No,No,No,No,Yes,Yes,No
CUST000373,16,119.13491265084829,1944.1841681385602,Month-to-month,Bank transfer,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes
CUST000374,51,44.42787239634966,2116.668480677918,One year,Electronic check,No,Fiber optic,No,No,No,Yes,Yes,Yes,No
CUST000375,57,73.26574632405594,4011.708675597974,Two year,Mailed check,No,Fiber optic,Yes,Yes,Yes,No,No,No,No
CUST000376,29,25.247705871918583,761.3025365325163,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No
CUST000377,69,97.1915647700938,6812.009081375151,Month-to-month,Electronic check,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes
CUST000378,47,96.41027523929944,4447.301442040256,One year,Mailed check,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
CUST000379,62,56.142133018769314,2874.7787094010055,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000380,69,65.50655175259686,4518.366475354804,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000381,16,62.18703651431987,898.477908794686,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000382,48,20.0,1054.3759396997664,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes
CUST000383,39,111.38012442800381,4209.721790875853,One year,,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No
CUST000384,33,41.991402833527076,1247.666794264301,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,No,No,No,No,Yes
CUST000385,23,42.195521832262365,964.524245861775,Two year,Mailed check,No,DSL,No,No,No,Yes,No,Yes,No
CUST000386,10,60.48740436614501,681.7353632928142,One year,Bank transfer,Yes,DSL,No,No,Yes,No,No,No,No
CUST000387,69,94.86645756086835,6958.704100072964,One year,Credit card,Yes,Fiber optic,No,Yes,No,No,No,No,No
CUST000388,34,47.260903547239074,1642.208563632909,One year,Mailed check,No,DSL,Yes,Yes,No,Yes,No,Yes,No
CUST000389,52,20.0,902.086113859127,Two year,Bank transfer,No,DSL,Yes,Yes,No,No,No,No,No
CUST000390,10,38.390058178113975,446.1539039528042,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000391,19,77.72421257236971,1384.9606219055215,Two year,Credit card,Yes,DSL,No,No,Yes,Yes,No,Yes,No
CUST000392,58,120.0,7609.913603359151,One year,Bank transfer,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes
CUST000393,1,27.202401008805325,26.31733585977589,One year,Electronic check,No,DSL,Yes,No,Yes,No,No,Yes,No
CUST000394,69,26.10494697557513,1952.0967216740157,One year,Mailed check,Yes,Fiber optic,No,No,No,No,Yes,No,No
CUST000395,4,20.0,90.4549927670022,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,No,Yes,No,No
CUST000396,16,20.0,340.74039263704105,Month-to-month,Credit card,No,Fiber optic,No,Yes,No,No,No,No,No
CUST000397,24,101.17074380244291,2611.626831624258,One year,Electronic check,Yes,Fiber optic,Yes,No,Yes,No,No,No,No
CUST000398,2,109.8406572609314,217.5187939339759,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000399,32,70.33267680741207,2152.9752565067333,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000400,24,50.96861683577429,1240.164147087181,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000401,12,118.73431360587878,1376.380344637918,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000402,50,70.21724124969514,4377.063253356076,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
CUST000403,35,97.68310128081302,3079.6303223070818,Month-to-month,Electronic check,No,DSL,Yes,No,Yes,No,No,No,No
CUST000404,33,49.50653174834553,1797.427767541349,One year,Mailed check,No,DSL,No,No,No,Yes,Yes,No,No
CUST000405,33,66.32731562671322,2302.005532044036,Month-to-month,Mailed check,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No
CUST000406,61,27.87975063658861,1739.7583458606473,Two year,Electronic check,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
CUST000407,51,83.87746915680755,4910.809340572853,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000408,43,70.72813252319948,3132.055522538474,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,No,No,No,No,No
CUST000409,12,38.16310302758647,428.88121450176885,One year,Bank transfer,No,DSL,No,Yes,No,No,Yes,Yes,No
CUST000410,67,38.56678551420616,2659.3570187981336,Two year,Electronic check,No,Fiber optic,No,No,Yes,Yes,Yes,No,No
CUST000411,65,113.47875510016232,7241.004609051558,One year,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000412,33,120.0,4159.300728851393,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes
CUST000413,40,58.60593989998036,2534.8413735573636,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000414,43,67.03260718286488,2634.7784191862766,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000415,44,77.0034342394465,3793.149045624973,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000416,29,69.44095274479062,1962.4562141606493,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000417,13,20.0,271.5339619897366,One year,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000418,12,77.83612031571158,991.6661252791458,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,No,No,No,No
CUST000419,46,20.0,953.799759538018,Two year,Bank transfer,No,DSL,No,No,No,No,Yes,Yes,No
CUST000420,2,43.01947426227143,85.10019031115301,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
